,city021_001,city021_002,city021_003,city021_004,city021_005,city021_006,city021_007,city021_008,city021_009,city021_010,city021_011,city021_012,city021_013,city021_014,city021_015,city021_016,city021_017,city021_018,city021_019,city021_020,city021_021,city021_022,city021_023,city021_024,city021_025,city021_026,city021_027,city021_028,city021_029,city021_030,city021_031,city021_032,city021_033,city021_034,city021_035,city021_036,city021_037,city021_038,city021_039,city021_040,city021_041,city021_042,city021_043,city021_044,city021_045,city021_046,city021_047,city021_048,city021_049,city021_050,city021_051,city021_052,city021_053,city021_054,city021_055,city021_056,city021_057,city021_058,city021_059,city021_060,city021_061,city021_062,city021_063,city021_064,city021_065,city021_066,city021_067,city021_068,city021_069,city021_070,city021_071,city021_072,city021_073,city021_074,city021_075,city021_076,city021_077,city021_078,city021_079,city021_080,city021_081,city021_082,city021_083,city021_084,city021_085,city021_086,city021_087,city021_088,city021_089,city021_090,city021_091,city021_092,city021_093,city021_094,city021_095,city021_096,city021_097,city021_098,city021_099,city021_100
city022_027,1.242861,1.03363,0.981344,0.954093,1.11688,1.120484,1.158033,1.174562,1.009164,1.435052,0.949269,0.855575,1.185342,1.024256,0.888032,1.137935,0.886006,1.109674,1.012535,1.111379,1.015224,1.215571,1.105281,0.854103,0.997183,1.22381,0.548546,1.179451,0.859675,1.081724,1.321052,0.982799,1.077292,1.033564,1.082365,0.988176,0.958747,0.827798,1.271968,1.123849,1.202619,1.162393,1.163397,1.049766,1.150073,0.823094,1.091837,0.971969,1.119801,1.11655,0.847324,1.190905,1.146233,1.030625,1.163427,1.069166,1.280453,1.207016,0.941568,1.002806,1.098185,1.214124,1.15002,1.037839,1.044578,1.252083,1.162619,1.037025,1.17372,1.221044,1.170226,1.212597,1.083056,1.034955,1.084085,1.130128,1.258935,0.967462,1.037673,1.018756,0.862794,1.014282,0.972499,1.01826,1.15588,1.067257,1.030173,1.09533,0.968955,0.866038,0.788065,1.095186,1.202786,1.068046,0.943992,0.899587,0.999241,1.085044,0.93769,1.016334
city022_028,1.079982,1.0801,1.144,1.252104,0.906036,1.160169,0.958312,0.966985,1.02958,1.26435,1.044443,1.309665,1.260268,0.828533,1.093353,1.384292,1.169829,1.069158,0.882244,1.10168,1.289701,1.003008,1.224678,1.159855,1.285851,0.941737,1.04722,0.600793,1.093495,1.040883,0.941369,1.043887,0.994685,0.968657,1.210671,0.899785,1.057832,1.010888,0.964008,0.983086,1.094829,1.033615,1.048038,1.101617,1.131153,1.087399,1.185268,1.048212,1.246621,0.97398,1.056585,0.94706,0.865055,1.018032,1.091886,0.857321,1.155095,1.019033,0.961867,0.964515,0.835632,1.174197,1.020578,1.059077,0.903626,1.074447,1.298582,1.023102,0.806383,0.969836,1.081841,1.02765,1.203198,1.009151,0.988646,1.056871,1.052164,1.001621,1.164599,1.028142,1.066524,1.201327,1.079391,0.972455,1.166999,0.985399,1.045838,1.102862,0.948208,1.028894,1.125769,1.02918,1.043286,0.911378,1.091253,0.977057,1.036366,0.985873,1.024267,1.08143
city022_029,1.171224,0.977796,0.883387,0.826283,1.08575,1.003255,1.101009,1.173641,0.791187,1.313559,0.940116,0.912495,1.10834,1.013024,0.971685,1.089652,0.917499,1.321399,1.019842,1.099612,0.98296,1.100648,0.985218,0.735907,0.900411,1.064738,0.780699,1.136287,0.488266,1.042698,1.187184,0.709241,1.019251,0.923584,0.9886,1.022285,0.887754,0.8744,1.134725,1.266566,1.144702,1.023582,1.208945,0.992812,1.084988,0.839317,0.870887,0.982464,0.970634,0.926743,0.827435,1.275301,1.104576,0.994263,1.103276,0.953153,1.14971,1.082077,1.026139,1.010322,1.035293,1.063624,1.015768,1.008549,0.988333,1.066969,0.990424,1.036072,1.151489,1.067223,1.249027,1.179826,0.808877,1.014414,1.010351,1.056462,1.233581,0.944496,1.022543,1.086994,0.859607,1.03762,0.981852,1.017453,0.986815,1.041945,0.990281,1.039922,0.989427,0.775333,0.769404,1.093351,1.108248,0.963082,1.023934,0.915586,0.932463,1.100293,0.826777,1.042722
city022_030,1.048921,1.041397,0.82972,1.002475,1.055131,0.987989,1.244061,1.169504,1.03487,1.128659,0.909691,1.006515,1.047963,0.941905,1.075308,0.926975,1.217438,1.46134,0.985582,0.870949,0.91698,1.124542,0.9325,0.97324,0.999995,1.083776,0.917846,1.020533,0.974771,0.519531,1.111826,1.077404,0.97894,0.859588,1.070307,1.179439,1.189927,1.082019,1.189164,1.335761,1.131055,1.040201,1.094126,1.019311,1.016361,0.946548,0.947616,1.084466,0.962626,0.894261,0.897205,1.308574,1.082339,0.998534,1.077258,0.896793,1.119783,0.831711,1.164337,0.714513,1.081097,0.854338,1.081804,1.00413,1.058703,1.044554,1.004667,1.169509,1.264776,1.183416,1.303771,1.197743,1.048297,0.988368,1.168611,1.072552,1.320701,1.063823,1.062769,1.195667,1.035016,0.916706,1.11013,1.027758,1.064497,1.120638,1.095332,1.020586,1.096138,1.018304,0.967421,1.217973,1.176235,1.039972,1.120084,1.040213,1.063171,1.122783,1.058727,0.922146
city022_031,0.971829,1.227606,1.021489,1.2214,1.016096,1.105201,0.950756,0.793983,1.093237,0.948662,1.060111,1.180902,1.297751,0.989871,1.1667,1.302487,1.325127,1.127152,1.040573,1.196698,1.040553,0.757828,1.077252,1.225639,1.134124,0.972766,1.29172,0.922732,1.123013,1.087794,0.412218,1.068468,1.062559,1.143791,1.176223,1.119012,1.257436,1.136108,0.968461,0.829236,0.89712,1.00682,1.002979,1.190436,0.832048,1.223141,1.221486,1.013225,1.155494,1.057215,1.280612,0.721992,0.875689,1.068078,1.105024,1.04458,0.974486,1.059443,1.143927,1.165143,1.023424,1.148375,1.045342,1.20861,1.097687,1.178835,1.193519,1.144082,1.092785,0.764227,0.896485,0.901513,1.250047,1.086232,1.148163,1.072536,1.043837,1.154932,0.989443,1.107569,1.339067,1.121646,1.154266,1.150757,1.133303,1.103353,0.830323,1.053288,1.051379,1.313004,1.131866,0.981524,0.874568,0.941715,1.133212,1.148896,1.038923,1.115142,1.340174,1.243234
city022_032,1.063439,0.996763,0.99586,0.958034,1.070849,1.047757,1.162651,0.918781,0.796037,1.318389,0.923857,0.963403,1.102691,1.034206,0.867043,1.08369,1.037314,1.275782,1.158884,1.035248,1.024859,0.94964,1.005418,0.895411,0.907352,0.963939,1.00111,1.029884,0.691938,1.030058,0.988199,0.453415,0.769562,0.958444,0.875213,1.003499,0.849189,0.90728,0.935594,1.196705,1.263938,1.193424,1.174774,0.858816,1.062165,0.961404,0.929591,1.049326,0.994195,0.930646,0.912273,1.10377,1.060937,0.894641,1.060534,0.954475,1.087388,0.938819,1.157263,1.034914,1.059044,0.928777,1.062376,1.068207,1.057274,0.978078,0.976954,0.889677,1.122136,0.947522,1.203508,1.137734,0.831324,0.988777,1.172283,1.088609,1.186018,1.127933,1.1675,1.061066,1.061445,1.149418,1.027716,1.007763,0.967994,1.095808,1.037475,1.140297,1.134942,0.969838,0.908655,1.202127,1.16663,0.99075,1.117819,0.999142,1.077943,1.013284,0.922469,1.000881
city022_033,1.029808,0.933959,0.826975,0.909733,1.002914,0.967517,1.06593,1.027082,0.906406,1.291488,0.881798,0.981223,0.868659,0.957876,0.839822,0.967707,0.98639,1.251649,1.067885,0.904305,0.895478,1.025224,0.964356,0.983467,1.012224,0.883056,0.958979,1.036389,0.894957,0.877778,1.04655,0.71606,0.430881,0.826579,0.958596,0.956745,1.000801,0.894496,0.967141,1.148206,1.218288,1.080958,1.127329,0.923232,1.053199,0.939767,1.010369,1.095491,1.01281,0.773489,0.903423,1.046596,0.980979,0.825879,0.98195,0.929162,1.112086,0.852571,1.140178,0.822882,0.922868,0.834896,1.061847,0.999174,1.017298,0.815242,1.071975,0.856504,1.113397,1.024477,1.108571,1.049153,0.940755,0.913616,1.087812,1.044596,1.136329,1.000411,1.206926,1.045932,1.016701,0.883337,1.115735,1.102029,0.982975,1.014267,1.068077,1.077295,1.08359,0.976199,0.922725,1.126065,1.214001,0.942155,1.126287,0.938504,1.068192,1.025794,0.97452,0.906256
city022_034,1.2433,0.897821,0.780066,0.980882,1.113879,0.790593,1.082018,1.129566,0.978755,1.223965,0.967583,1.127364,1.062265,0.858805,1.095797,1.075252,1.068922,1.075602,0.909193,0.97677,1.029533,1.168656,0.882516,0.833343,1.136456,1.065809,0.98654,0.989165,0.858546,0.823576,1.116129,0.998112,0.886153,0.373071,1.299891,1.030682,0.913925,1.082919,1.206446,1.018566,1.045095,1.021569,1.086259,1.168857,1.184569,1.026272,1.02725,0.998938,1.16527,0.91809,0.981421,1.108279,0.980767,1.127321,1.12453,0.922566,1.18215,1.063827,1.009193,0.849606,1.076662,1.039384,1.026179,0.968095,0.962438,0.922264,1.160683,1.213791,1.02045,1.171987,1.105161,1.049178,1.0617,0.94546,1.0229,1.083135,1.203811,1.014243,1.032681,1.215714,1.078401,0.795443,1.154141,0.881221,1.11617,1.121699,1.149714,1.007129,1.080296,0.90736,0.93461,1.036818,1.084929,1.089445,1.048526,0.890507,0.900793,1.080191,0.977994,0.918754
city022_035,1.014045,0.995761,1.02553,0.859266,1.040068,1.104868,1.26047,1.156922,0.981533,1.190834,0.990476,0.92575,1.089472,1.253674,1.001253,0.892213,0.98573,1.456514,1.257034,0.964313,0.892497,1.09638,0.912971,0.930908,0.739788,1.029595,0.979439,1.199586,0.887746,0.995928,1.144026,0.881334,1.016429,1.172847,0.437362,1.088646,1.103664,0.911611,0.934416,1.557641,1.239335,1.161121,1.116299,0.782905,1.057639,0.856723,0.938791,1.034661,0.796045,0.980306,0.813986,1.398308,1.236057,1.019467,0.959943,0.987441,1.03971,0.875534,1.267238,1.014438,1.065245,0.974505,1.074601,1.066573,1.183215,1.038066,0.829702,0.986537,1.441167,1.141746,1.297012,1.313844,1.024378,1.054491,1.24966,1.119172,1.195185,1.149034,1.13883,0.925673,1.022759,1.11235,0.96214,1.121602,0.874393,1.079347,1.04251,1.004408,1.089323,0.910005,0.884308,1.249718,1.286138,1.020545,1.078343,1.038543,1.174003,0.946427,1.02785,0.95521
city022_036,0.962056,0.976231,1.000989,1.048477,0.830011,1.01977,1.086773,1.042056,0.890842,1.231691,0.984817,1.220745,1.137921,0.848242,1.175271,1.221391,1.140629,1.144575,0.874955,1.195612,1.097484,1.055851,1.066255,1.074287,1.115827,0.762665,1.026713,0.928921,0.955262,1.154326,1.083879,0.991299,1.082776,0.957366,1.0926,0.398654,1.056871,0.949647,0.704554,1.165828,1.089041,0.909749,1.064848,0.901784,1.117455,0.960617,1.146292,0.894973,1.22752,0.936056,1.113176,1.122694,0.820494,1.161481,1.002887,0.855313,1.087098,1.118247,0.87666,1.105523,0.64291,1.002289,0.74039,0.993144,0.833382,0.843921,1.196802,1.113924,0.992099,1.029253,1.111982,1.078162,1.139972,0.959271,1.026148,1.017832,0.899164,0.853857,0.867177,0.974611,1.0999,1.108951,0.968183,0.898236,1.060189,0.665448,0.917341,0.97644,0.849716,1.012759,1.075031,0.956088,1.085471,0.622248,0.82685,0.829532,0.976242,0.897803,1.138256,1.130276
city022_037,1.281266,0.917711,1.051648,0.921749,1.062063,1.099609,1.066483,1.145149,0.775294,1.528243,1.017409,0.871173,1.193791,0.95542,0.907329,1.190748,0.860159,1.092959,1.079861,1.177877,1.168014,1.165663,1.052478,0.785556,1.01682,1.157395,0.873063,0.981889,0.76928,1.090187,1.139634,0.774061,0.943732,0.8758,1.124199,1.043817,0.402842,0.905529,1.267068,0.991115,1.29823,1.208083,1.279223,1.033182,1.273386,0.827162,0.940516,1.036754,1.12436,1.033197,0.82946,1.018421,1.053631,0.933451,1.276257,0.934909,1.229671,1.194745,1.107233,1.120934,1.172647,1.124938,1.184821,1.013294,1.051802,1.148186,1.051696,0.944711,0.811729,1.177125,1.208322,1.136966,0.938943,1.081925,1.02632,1.01431,1.27732,1.092277,1.241986,1.164113,0.898475,1.066039,1.166538,0.896096,1.17069,1.20098,1.131252,1.174759,1.040362,0.801978,0.853429,1.197952,1.022072,1.092982,1.19797,1.059316,1.084421,1.149681,0.74308,1.10413
city022_038,1.094965,0.993306,0.959673,0.8638,1.036839,1.107685,1.115688,1.148812,0.847711,1.412734,0.863321,0.806701,0.998462,0.999691,0.706502,1.051021,0.820785,1.20699,1.08199,0.936728,1.057897,1.111853,1.019811,0.78949,0.880451,1.100607,0.699032,1.039711,0.805982,1.004482,1.095793,0.8477,0.971294,1.00352,0.942601,1.023328,0.848534,0.418165,0.987076,1.197613,1.238463,1.144221,1.103701,0.811975,1.132806,0.860443,0.986158,1.024523,0.917247,0.988651,0.870843,1.25827,0.97323,0.769775,1.032356,1.013851,1.152953,1.004462,1.038084,0.914308,1.035648,0.957543,1.118832,0.994717,1.069505,1.025384,0.984358,0.761786,1.09602,1.066476,1.157716,1.146135,0.894256,0.958184,1.038979,1.049427,1.142203,0.955582,1.123256,1.049866,0.865456,1.126871,1.023475,1.0191,0.97443,1.110971,1.08372,1.104063,1.000651,0.895873,0.84794,1.134019,1.140489,0.975619,1.039213,1.008832,1.117209,1.017999,0.941707,0.981701
city022_039,0.794626,1.081698,1.038535,1.162445,0.893176,1.082047,1.187566,1.004246,1.029892,1.19816,0.967291,1.019141,1.134537,1.037897,1.026972,1.168643,1.224873,1.38377,1.080814,1.116514,0.984087,1.011132,0.947094,1.187831,1.027554,0.816612,1.226453,0.919969,1.084831,1.098428,0.82996,0.96971,1.038236,1.104775,0.983828,0.790514,1.21066,0.923946,0.411001,1.225617,1.075215,0.935474,0.987575,0.848078,0.900508,1.153976,1.151304,1.107873,1.065612,1.024595,1.197785,1.062036,0.894599,1.001707,0.980236,0.957411,1.029249,0.96499,1.174678,1.027121,0.887419,0.8421,0.907247,1.100981,0.903093,0.881073,1.078731,1.041521,1.198775,0.930043,1.150631,1.141515,1.113434,0.966161,1.036519,0.947707,1.010882,1.032435,1.052103,0.994384,1.172524,1.150413,1.02202,1.076327,0.943711,0.884614,0.964598,0.958398,0.944604,1.277658,1.068408,1.141153,1.187245,0.780215,1.040688,1.03942,1.032702,0.891768,1.168464,1.06557
city022_040,1.474061,1.277306,1.465011,1.70569,1.070689,1.161839,0.749647,0.857238,1.33165,1.050729,1.277296,1.570089,1.450704,0.969885,1.235538,1.773974,1.23056,0.613964,1.068465,1.388077,1.579001,0.877016,1.546092,1.296739,1.657934,1.264974,1.041229,1.075334,1.312941,1.369082,0.822254,1.228341,1.176489,1.109541,1.545157,1.258846,1.034371,1.203966,1.366547,0.423074,0.923228,1.248913,0.950374,1.493932,1.052563,1.192703,1.351693,1.03403,1.575896,1.269163,1.327545,0.552759,0.831544,1.215045,1.458429,1.167209,1.069148,1.462533,1.076327,1.340856,1.338898,1.527693,1.173903,1.256208,1.130406,1.429714,1.715416,1.274027,0.968784,0.917515,0.788574,0.863197,1.443379,1.240383,1.237603,1.422653,1.001648,1.333578,0.96119,1.364718,1.359115,1.445095,1.40072,1.060403,1.492558,1.355749,0.878318,1.494957,1.220155,1.183291,1.386967,0.793125,0.780801,1.222357,1.411102,1.177203,1.158287,1.2973,1.227015,1.334831
city022_041,0.958262,1.065879,0.884295,0.973016,0.971098,1.101621,0.92277,0.998447,0.937716,0.906667,1.037098,1.085553,1.035277,0.946871,1.274924,1.150755,1.183823,1.065901,0.888109,1.13153,1.031019,0.934367,0.937038,0.99002,1.026005,1.017588,1.143918,1.125849,0.972934,1.011594,0.910805,1.221513,1.213482,1.07504,1.118977,1.10818,1.273622,1.180941,1.137735,0.943601,0.479039,0.810243,0.871455,1.157301,0.674341,1.011745,0.893907,0.875423,1.107184,1.050086,1.04924,1.002829,0.887703,1.189089,1.035868,0.920145,0.772839,1.136499,0.986674,1.052066,0.954516,1.055047,1.041678,0.954462,0.958736,1.192959,1.047477,1.424581,1.221497,0.972077,0.899779,0.950579,1.127374,1.06991,0.87163,0.995358,0.996216,0.987832,0.801835,1.109758,1.048847,1.103191,1.168386,1.114284,1.068269,1.047384,0.839085,0.941633,0.920091,0.976775,0.915886,0.814367,0.76551,0.934247,1.041816,1.055476,0.8384,1.10346,1.007683,1.148675
city022_042,0.857695,0.937699,0.871427,0.920428,0.970362,0.994401,1.005404,1.006455,0.952552,1.150608,1.037997,1.125472,1.061598,0.847846,1.165131,1.210677,1.031706,1.202433,0.876931,1.13506,1.097876,1.039303,0.936666,0.989278,1.058018,0.91834,1.084239,1.000344,0.931942,1.092291,0.981525,1.188698,1.210974,0.964056,1.21072,0.864961,1.179401,1.075996,1.007942,1.130256,0.812877,0.440955,0.956524,1.055817,0.858157,1.048607,0.954893,0.906519,1.110431,1.081159,1.061346,1.101352,0.901637,1.173593,0.977486,0.900617,0.979624,1.135955,0.734664,1.111114,0.741494,1.110827,0.861132,0.905207,0.844131,1.127935,0.99781,1.289201,1.052974,1.025409,1.063546,0.949873,1.085847,0.940667,0.729429,0.862591,1.093191,0.873065,0.946594,0.962129,0.91441,1.061615,0.982297,0.96374,1.04711,0.890826,0.869911,0.865615,0.792112,0.923312,0.91351,0.88214,0.938709,0.895131,0.827091,0.883009,0.79575,0.856193,0.946525,1.072477
city022_043,0.971459,1.135017,1.156609,1.245797,0.90068,1.05251,0.914704,0.896647,1.053266,0.881531,1.077953,1.25362,1.089306,0.944431,1.346371,1.154503,1.353509,0.973613,0.966647,1.001525,1.087797,0.869814,1.038151,1.162797,1.113779,1.017119,1.06499,1.055171,1.212945,1.090246,0.918558,1.192475,1.138191,1.098333,1.157331,1.006546,1.44044,1.178335,1.01882,0.964316,0.83768,0.991544,0.498189,1.112936,0.804772,1.186926,1.091282,0.957344,0.99902,1.007571,1.178407,0.959734,0.874213,1.279463,1.023758,0.966127,0.6951,1.025181,1.128335,1.046992,0.897069,1.001087,0.978998,0.867065,1.092639,1.015558,1.093893,1.296989,1.346611,0.99119,0.841902,0.881386,1.232284,0.945646,1.179693,1.13006,0.885836,1.140657,0.917836,0.932841,1.27464,1.093379,1.097758,1.118122,0.978607,1.109821,0.859575,0.935626,0.970536,1.215312,1.216538,0.856371,0.955132,0.952307,1.069773,1.040562,0.953138,0.959352,1.221992,1.032653
city022_044,0.852256,1.034253,0.922979,0.803566,0.978217,1.031088,1.262544,1.150701,0.802965,1.172558,0.906901,0.900342,1.01143,1.083618,0.885544,1.006546,0.934112,1.457982,1.080098,0.984566,0.982007,1.158125,0.954732,0.943543,0.701549,0.866079,1.015192,0.988325,0.868977,0.946992,1.125056,0.850793,1.072254,1.075933,0.775821,0.850196,1.044306,0.81062,0.757189,1.497555,1.229627,1.016013,1.086934,0.412274,1.010304,0.864387,0.866849,1.056231,0.759925,1.018632,0.960112,1.317105,1.107593,0.904407,0.941459,1.021796,1.048826,0.921616,1.194847,1.024914,0.897273,0.884114,0.927156,1.065613,1.030201,0.898502,0.784539,0.913912,1.307238,1.044784,1.284316,1.22673,0.905126,1.033043,1.092809,0.996691,1.135968,1.029266,1.148965,1.006402,0.913153,1.142267,0.904234,1.095158,0.915587,1.00868,1.097776,0.988928,1.061218,0.939769,0.859913,1.204155,1.333702,0.925099,1.011934,1.01616,1.158693,0.936146,0.937305,0.995476
